id	src_audio	src_n_frames	src_text	tgt_text	tgt_audio	tgt_n_frames
common_voice_es_18307332	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 5/common_voice_es_18307332.wav	0	Nuria fuma farias.	Nuria smokes farias.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 4/common_voice_en_1727.wav	0
common_voice_es_18307294	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 5/common_voice_es_18307294.wav	0	le encuentra y salva a Caperucita .	He finds and saves Little Red Riding Hood.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 4/common_voice_en_1679.wav	0
common_voice_es_18307307	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 5/common_voice_es_18307307.wav	0	todavía hoy , después de haber pecado tanto , tengo las mañanas triunfantes ,	Even today, after having sinned so much, my mornings are triumphant.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 3/common_voice_en_1129.wav	0
common_voice_es_18364716	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 10/common_voice_es_18364716.wav	0	Deberías comer más fruta porque tienen muchos nutrientes.	You should eat more fruit because they have many nutrients.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 10/common_voice_en_9312.wav	0
common_voice_es_18306885	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 5/common_voice_es_18306885.wav	0	el vidrio con el que se hacen las lunas de los coches ,	The glass which the car’s windows are made of,	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 4/common_voice_en_1913.wav	0
common_voice_es_18307284	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 5/common_voice_es_18307284.wav	0	bueno , ya me he vuelto a pasar .	Well, it happened again.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 3/common_voice_en_1123.wav	0
common_voice_es_18306888	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 5/common_voice_es_18306888.wav	0	¡ Por mi cordel ! ¿ La fiesta de cumpleaños es hoy ?	For my corde! The Birthday party is today!	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 2/common_voice_en_801.wav	0
common_voice_es_18365176	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 10/common_voice_es_18365176.wav	0	Del dicho al hecho hay mucho trecho.	It's easier said than done.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 2/common_voice_en_776.wav	0
common_voice_es_18311146	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 5/common_voice_es_18311146.wav	0	Para atrás , todo el mundo .	Go back, everyone.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 3/common_voice_en_1419.wav	0
common_voice_es_18311205	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 5/common_voice_es_18311205.wav	0	damos la vuelta .	We turn around.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 3/common_voice_en_1025.wav	0
common_voice_es_18307301	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 5/common_voice_es_18307301.wav	0	ha sido por ayudarte .	That's because I helped you.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 3/common_voice_en_1070.wav	0
common_voice_es_18364687	E:/Thesis_Datasets/CommonVoice_v4/es/cv-corpus-22.0-2025-06-20/es/1st Batch - 5000 WAV/Clips - Batch 10/common_voice_es_18364687.wav	0	Cuando empiezas, no puedes parar.	Once you start, you can’t stop.	E:/Thesis_Datasets/CommonVoice_v4/en/1st Batch - 5000 WAV/Clips - Batch 3/common_voice_en_1291.wav	0
